ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,content_new,sentiment
725,Sản phẩm dùng tốt lắm,12/4/2023,12:53,5,422216594,tốt lắm,0
75,chân ái cho da dầu luônnn phải nói là đỉnh rửa sạch mùi thơm dịu nhẹ dạng gel tạo bọt vừa phải rửa xong mặt sạch tưng kh khô rát nhưng dùng hơi nhanh hết nhưng không sao sẽ mua lại hoài luôn vì quá tốt,13/09/2021,8:26,5,422210784,luônnn rửa sạch nhẹ vừa_phải rửa sạch_tưng rát không_sẽ hoài tốt,0
62,"cấp ẩm tốt, dùng đc lâu, rất thích klairs",17/04/2022,23:25,5,318900011,tốt thích,0
4085,"sản phẩm tẩy da chết rất tốt, dùng xong môi mướt hẳn mặc dù chỉ mới dùng 1 lần, rất thơm mùi cafe",9/10/2022,14:06,5,422201374,chết tốt mướt hẳn mặc_dù thơm,0
4031,"Mình xài simple ko có giảm dầu, cái mình đc tư vấn chuyển qua dòng này. Apply lần đầu lên mặt rất thích luôn, thơm nhẹ mùi trà xanh, mát. Sau 1 tuần sử dụng có giảm dầu, mong là sau 1 tháng sử dụng sẽ sẽ khít lcl",31/10/2021,11:01,5,248100018,xài tư_vấn thích thơm nhẹ mát khít,0
752,Mua được giá khá hời còn được tặng thêm quà nữa nhưng mà mình ko biết dùng cái ở giữa trong bộ quà tặng sao luôn=))giao hàng nhanh nhưng mà shipper kiểu hời hợt ấy do hqua mình có mất đth nên là gọi ko đc xong mình mượn đth bạn đăng nhập zalo nhắn thì trả lời cứ như là mua hàng ko trả tiền á trả lời tin nhắn mình hẹn giao lại mà nói chuyện rất cục súc luôn ấy:(,22/05/2022,12:05,5,200400003,hời tặng tặng hàng_chóng shipper mượn đth đăng_nhập trả_lời thiếc_nhắn hẹn nói_chuyện,0
697,Mình rất thích hasaki và sp tẩy trang này,29/04/2023,18:43,5,100230057,thích hasaki,0
2571,"Chống Nắng Dạng Tinh Chất Naris Cosmetic SPF 50+ PA++++ 80g , hàng rất ok tốt, giá hợp lý",7/7/2020,12:45,5,248700035,chống cosmetic spf đồng_ý tốt,0
2368,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",30/04/2023,12:27,5,422205163,dễ_dàng thoải_mái,0
743,gjio,10/9/2022,9:13,5,200400003,,0
295,"tốt, nhưng vừa mua 134 hôm hôm sau giảm 124 :(((",19/03/2021,10:49,4,422211447,tốt,0
1875,"mua lần 2 rồi, phải nói là sài phê chữ ê kéo dài",4/2/2021,10:55,5,224100009,,0
833,Kcn rất tốt. Sau 2tiếng có bóng nhẹ. Hợp với da dầu và hhtd thôi. Tẩy trang kỹ tầm 4bông là sạch. Mới bôi hơi châm chích nhẹ vài phút thôi,14/10/2024,13:45,5,422210400,tốt nhẹ hợp sạch bôi hơi châm chích nhẹ,0
769,teoem789@gmail.com,23/12/2021,10:20,5,100230057,,0
1836,Sản phẩm không có gì nổi bật nhưng phù hợp với nhu cầu cơ bản.,26/05/2022,18:32,3,422204259,nổi_bật,1
2654,"bông loại này xơ lắm, mua miho giá nhỉnh hơn tí nhưng xài ok hơn",26/02/2023,16:17,4,422203776,xơ lắm nhỉnh xài đồng_ý,0
335,"sản phẩm xài tốt,vừa mua xong sản phẩm giảm giá-_-"" đau lòng quá",23/05/2020,16:47,5,205100146,xài tốt sản_phẩm đau_lòng,0
603,"Chất kem đặc, có mùi như tinh dầu cam xả á. Kiềm dầu khá ổn. Dạ mình hơi ngăm nên là bôi lớp mỏng thôi chứ ko là nâng tone trắng bóc á. Da mình dầu nhiều mụn và rất dễ nổi mụn sài e này thấy dễ chịu nè.",31/01/2023,13:08,5,253900006,đặc dầu_xả ổn hơi ngăm bôi mỏng không_là nâng trắng bóc,0
1263,Nakuro thât sư chưa bao h làm mình thất vọng. Tràm trà tri mụn cưc hiệu quả luôn. Mình vừa nặn mụn là đắp ngay sáng hôm sau mụn ko sưng cũng ko để lai thâm. Biết nakuro sớm mặt mình đã ko có vài nốt thâm. Tiếc ghê !!!,30/03/2021,14:10,5,308500013,thât_sư trà_kỉ hiệu_quả nặn đắp thâm nakuro thâm tiếc,0
4033,"dùng rất tốt ,qua ngày sau da thay đổi rõ rệt.rất mịn ,mềm và căng nhẹ.khuyến khích các chị em nên mua.",30/06/2022,14:18,5,206700001,tốt đổi mịn_mềm căng nhẹ khuyến_khích,0
2653,Ok lắm ạ,19/08/2023,17:50,5,243300007,đồng_ý lắm,0
2064,"e là da dầu nhiều ở vùng chữ T, hồi đó toàn sài này cho body tại chỉ số chống nắng yếu hơn nên sài cho body k dám mặt.. sài uriage j đó cho mặt mà vẫn đổ dầu.. nay phát hiện em này .. sài được 1 tuần rồi.. có lên tone nha. thoa kỹ thoa lẹ apply vài da thấm nhanh.. ngồi 6 tiếng k bị đổ dầu k bết dính.. nói chung biết sớm hơn là quá hời.. tiếc dễ sợ.. bắt đầu hơi thích skin aqua rồi nha",16/12/2021,13:06,5,422203145,toàn chống yếu xài không_dám uriage đổ kỹ lẹ thấm không_bị đổ không_bết dính tiếc sợ hơi thích skin,0
374,Mong lần sau được tặng bông tẩy trang ^_^,30/06/2022,17:26,5,100230057,tặng,0
1358,Sp xàu ok mình xài lọ t4 rồi,3/8/2024,14:15,5,422207844,đồng_ý xài,0
1890,"Lần này là chai thứ 3,sirum sài okla dễ sợ,da dg bị kích ứng,tối bôi thì sáng đã dịu nhẹ lại,mềm da",10/11/2023,13:21,5,100210023,xài sợ kích_ứng tối_bôi dịu nhẹ mềm,0
2406,kiềm dầu tốt,4/3/2023,6:04,5,422205163,tốt,0
1287,"SRM dùng rất êm, không gây dị ứng, rửa xong da không bị khô, tạo cảm giác sạch thoáng.",5/4/2020,0:30,5,201600144,êm không_gây dị_ứng_rửa khô sạch,0
165,"Thật sự là gel rửa mặt chân ái của cuộc đời mình luôn =))) Srm có PHA nên hỗ trợ trị mụn tốt, da nhạy cảm mà ko dị ứng hương liệu vẫn dùng được. Rửa xong da rất sạch nhưng không bị quá khô. Đặc biệt là dùng sau gần 3 tuần thì thấy da cải thiện rất rõ, kết hợp với klenzit giảm mụn ẩn rất hiệu quả luôn. Mùi thơm kiểu nước rửa chén táo ấy =))) Nói chung là rất nên thử nhé mọi người, sẽ mua lại dài dài.",12/7/2022,14:54,5,293500043,rửa srm mụn tốt không_dị_ứng rửa sạch không_bị khô hiệu_quả thơm rửa thử,0
1802,hai long,5/10/2017,15:00,5,100220035,,0
2046,"Mùi đợt này rất rất nồng, như mùi cồn, ban đầu tưởng ms mở ra vậy nhưng xài gần hết mùi vẩn nồng , kg biêt chất lượng sp ra sao",30/09/2022,22:34,3,249500019,nồng xài vẩn,1
1741,"BHA đỉnh lắm ạ. Làm sạch mụn đầu đen ngay mũi. Có se khít lcl 2 bên má nhưng ít. Bên cạnh đó, có thể dùng cho da dưới cánh tay. Bạn nào triệt lông mà vẫn còn thấy lcl to, hơi sần thì dùng đi nè. Tác dụng thấy rõ hơn mặt",18/08/2023,21:23,5,100240016,lắm sạch mụn đen lcl triệt_lông lcl hơi sần tác_dụng,0
691,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,30/04/2023,18:33,5,100230059,thích hasaki,0
703,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",28/04/2023,12:34,5,422205160,dễ_dàng thoải_mái,0
2337,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ",2/5/2023,11:46,5,308500009,dễ_dàng thoải_mái,0
2201,"Mình xài ok lắm. Có 1 thắc mắc lúc trc mình mua nắp vừa như in, lần này nắp đậy lại bị hở ra , mình xem lại nắp nhỏ hơn chai đợt trước mình mua",28/01/2022,8:09,5,249500028,xài đồng_ý lắm hở,0
776,"sài rất ổn, mình chỉ sài loại này thôi.",18/10/2021,18:13,5,422216594,ổn xài,0
374,Mong lần sau được tặng bông tẩy trang ^_^,30/06/2022,17:26,5,100230064,tặng,0
3332,"sp sài tốt khoonh bết da, mình sài mấy năm rồi thấy rất ok",27/09/2020,13:54,5,223600009,tốt bết xài đồng_ý,0
2366,"Sử dụng dễ dàng, thoải mái",30/04/2023,13:23,5,308500015,,0
181,Hàng ok nha shop.nhưng Shipper thì thấy chán k có tiền mặt kêu chuyển khoản mà mặt nhăn quá,17/09/2022,18:41,4,422211447,đồng_ý shop shipper chán kêu chuyển_khoản nhăn,0
1470,"Da bạn nào trắng và mịn,xài loại này rất đẹp và rẻ,che khuyết điểm nhẹ,nói chung ổn,mình da dầu,kg trắng lắm,có khuyết điểm nhiều,nhưng xài e này tạm ổn vì hợp với túi tiền.",8/4/2021,21:13,5,223600010,trắng xài đẹp rẻ khuyết_điểm nhẹ ổn trắng lắm khuyết_điểm xài tạm ổn hợp,0
3363,Mới nhận được...mẫu mã phải nói là chuẩn thích lun..chưa bit có hiệu quả không nhưng phải vote cho e Vichy này. Dùng thử cảm giác rất mát da mặt lun ấy..hy vọng sẽ coa hiệu quả tốt,24/11/2018,14:27,5,201600074,chuẩn_thích không_nhưng bỏ_phiếu thử mát_mặt ấy_vọng hiệu_quả tốt,0
1180,nên mya nhé cả nhà.mình da dầu.dễ bí da lên mụn.nhưng xài olay xong ngồi quạt một xíu cho nó ráo đi.thấm hết vào da.còn ẩm nhẹ trên mặt.minh xài một tháng rồi rất tốt.da đều màu hơn.và mấy thâm mụn cũng đỡ.nhìn da mịn màn hơn.mình nghĩ một hũ vậy xài cũng 3 tháng mới hết cho cả cổ và mặt.giá quá ổn áp luôn,6/4/2023,10:51,5,206400019,mya bí xài quạt thấm ẩm_nhẹ xài tốt đỡ mịn_màn xài ổn_áp,0
1123,Ai muốn xài em này ok ko vệt trắng thì chịu khó bôi dưỡng ẩm mỏng thôi. Xong lắc đều sữa đổ ra tay. Dùng ngón tay chấm từng đóm mỏng trên mặt rồi vỗ. Vỗ xong 1 lớp quay lại vỗ lớp mỏng nữa là nó tệp hết vào da. Chỉ hơi sáng nhẹ thôi. Hôm trc mình ko biết thoa xong cả ngày vừa trắng vừa ra ghét.,20/12/2022,12:32,5,331300023,xài đồng_ý trắng bôi_dưỡng lắc đổ chấm mỏng vỗ vỗ vỗ mỏng tệp hơi nhẹ trắng ghét,0
850,kem chống nắng kiềm dầu mà xài lên mặt nhờn ko thấm vào da,18/02/2022,11:12,3,422210400,chống xài không_thấm,1
1429,"Srm này sử dụng dịu nhẹ da, không bọt nhưng cảm giác da sạch nhiều hơn so với sử dụng centaphil. Lần trước mình đi da liễu bác sĩ kê toa cho mình srm này sử dụng oke nên mình ord chai 200ml dùng luôn. Cảm giác thích lắm các bạn ạ giá cũng không quá đắt đâu mình mua chai 55ml sd tận 2 tháng. Chai 200ml này dự chắc hơn nữa năm í. Ai mới sd lần đầu để trải nghiệm nên sd loại 55ml là vừa nhé.",23/10/2020,11:05,5,422217029,dịu nhẹ không_bọt sạch liễu kê srm thích lắm không_quá đắt dự_chắc trải_nghiệm,0
2642,bông mỏng mềm trên da sử dụng toner là hợp lý nhất nha ❤️,25/07/2022,16:30,5,422203300,mỏng mềm hợp_lý yêu,0
327,Dịu nhẹ. Lưu ý loại này không cồn nhưng giá quá oke. Mình chỉ dùng kcn nên xài loại này thấy rất hợp.,1/9/2020,15:22,5,422211446,dịu nhẹ không_cồn xài hợp,0
808,"Mặt nạ có cồn nên bạn nào da nhạy cảm nên cân nhắc. Lần đầu sử dụng, cảm giác khi đắp lên kiểu the the như sức dầu vậy. Hiệu quả đối với mình không thần thánh cho lắm. Da có mịn một chút sau khi đắp.",13/10/2021,20:04,4,308500015,nhạy_cảm cảm_giác đắp không_thần_thánh lắm đắp,0
1417,"Gel này rửa rất thoải mái, không bị khô da, mình sử dụng kết hợp với tẩy trang Loreal rất sạch da, cảm giác rất thoải mái, mùi hương đôi lúc thấy không hợp mũi nhưng thôi công dụng tốt vẫn vote 5 sao, recommend cho mng da dầu hhtd",15/07/2022,18:15,5,422211195,rửa thoải_mái không_bị khô kết_hợp sạch cảm_giác thoải_mái đôi_lúc không_hợp_mũi tốt bỏ_phiếu giới_thiệu,0
2403,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ. ===========",27/04/2023,13:05,5,422205162,dễ_dàng thoải_mái,0
1095,Hạn sử dụng đến khi nào v ạ,12/8/2024,9:45,5,422201504,,0
3856,Sản phẩm dùng trước bước kem dưỡng hay sao ạ?,3/8/2020,12:34,5,100210020,bước_dưỡng khô,0
790,"Mình thấy em này xài siêu tốt lại sử dụng được lâu, chai 500ml mà giá vậy là quá rẻ nên bạn nào da dầu đang tìm tẩy trang thì CÓ THỂ chọn em này nhé",30/05/2021,14:24,5,422216594,xài tốt rẻ,0
83,"toner chân ái của tui. dùng cấp ẩm tốt mà còn giảm kích ứng, sưng viêm mụn. chỉ mê e này",2/7/2021,9:05,5,318900011,tốt mà_còn sưng mê,0
3698,"Mới mua và dùng thử xem có ok hem, ok thì mới cho 5 seo nhaa",19/03/2023,22:07,4,422216487,thử đồng_ý,0
123,San phẩm tuyệt vời,17/11/2023,11:50,5,205100137,phẩm,0
1381,"tui da dầu mụn, xài em này êm cực, thấm nhanh mà sáng mai ko bị bết dầu, cơ mà ko hiểu sao size này xài ok mà size lớn thì ko hợp",9/5/2022,15:19,5,422220469,êm_cực không_hiểu xài,0
2530,"giá rẻ, dùng cũng okay cho tẩy trang. Siêu gọn nhẹ, từ ngày phát hiện ra ẻm, mình thôi hết lỉnh kỉnh nước tẩy trang với bông mang theo đi du lịch.Yêu :)",21/03/2021,10:08,5,213300043,rẻ siêu gọn_nhẹ lỉnh_kỉnh nước_tẩy yêu,0
1462,"mình dùng srm này thấy rất ổn, sạch da, cảm giác rất sạch da và mịn nữa.",11/5/2022,9:52,5,100190059,ổn sạch sạch,0
1324,Giao hàng nhanh nhân viên tư vấn dễ thương,10/11/2021,17:05,5,422203146,chóng,0
906,Sản phẩm dùng tốt,13/04/2023,11:30,5,422204795,tốt,0
2325,"Mùi hương dễ chịu,làm mát nhanh giá thành ổn.",4/5/2023,9:53,5,422206537,ổn,0
792,"Tắm rất sạch và nhẹ da, có thể dùng rửa mặt luôn, nhưng khô nhé",4/4/2021,2:23,5,100190059,sạch nhẹ rửa khô,0
4495,"Hoàn toàn không dùng được, chất lượng kém xa mong đợi.",5/4/2021,20:48,1,204100019,chất_lượng kém đợi,1
3427,"Thời gian giao hàng nhanh, mua lọ thứ 2 rồi, mẹ mình bị nám dùng mấy ngày thấy có hiệu quả, mong là dùng lâu lâu sẽ hiệu quả hơn nữa",28/01/2021,16:01,5,422202580,nám hiệu_quả,0
3157,Rất tốt cho da,18/06/2021,7:25,5,422203506,tốt,0
163,kkkiiiii,13/12/2022,12:16,5,422208807,,0
3598,đã mua và đã dùng tốt tối qua bôi lên môi sáng môi mềm hẳn không còn nứt nẻ nữa okela nha,7/8/2024,8:02,5,225200015,tốt bôi mềm hẳn,0
2793,"ngon - bổ - rẻ, mặt nạ ôm sát da, không bị rơi rớt khi hoạt động, cấp ẩm tốt, mà có hiệu quả trị thâm đáng kể",16/12/2020,17:53,5,365000016,bổ rẻ mặt_nạ ôm sát hoạt_động tốt,0
156,Anh mình da dầu xài nắp màu xanh nhạt rất ok không bị kích ứng đâu nha màu nay thì không mùi khi xài rất dễ chịu còn mình hay make up nên xài bản màu xanh đậm khi xài phải lắc nó lên sau khi tẩy xong thì còn lại một ít dầu trên mặt mình nhưng rửa xơ lại là ok hai bản này sài xong da sạch không đâu rát không khích ứng không mùi nói chung là rất ok nha,31/01/2023,23:39,5,205100146,xài nhạt đồng_ý không_bị không_mùi xài dễ_chịu khô xài lắc rửa xơ sạch rát không_khích_ứng đồng_ý,0
3146,Tốt,8/8/2024,20:51,5,422203506,tốt,0
712,Su dung de dang rat thoai mai thu gian tot do,27/04/2023,17:29,5,308500009,,0
1485,Xài thích lắm luôn,14/04/2021,8:07,5,204900159,xài thích lắm,0
182,"dùng thích lắm ^^ kiềm dầu ổn, không bí da, mình cũng không thấy da xuống tone vào cuối ngày. Nhiều người bảo em này có silicon dễ gây mụn nhưng trộm vía mình không bị bùng mụn, chỉ cần tẩy trang và làm sạch kĩ thì da dầu mụn xài vẫn ok",21/09/2022,13:15,5,422215804,thích lắm không_thấy bảo mụn không_bị tẩy,0
1698,tuýp này là tuýp thứ 2. mình thấy ổn nếu kiên trì.,9/7/2021,12:00,5,204100023,ổn kiên_trì,0
2532,"Mua thấy giá cả khá hợp lí,Giao hàng nhanh,tôi hài lòng.Cho 5 sao",15/11/2020,16:10,5,204100078,hợp_lí hài_lòng,0
1982,Ai pass lh mình 0388437121,21/11/2022,14:37,5,422208156,,0
2795,"mình khá bất ngờ về khả năng trị mụn của em nó, vì không làm chai cồi mụn của mình như là tea tree oil, nên là bạn nào kích ứng tea tree thì dùng loại này nha",8/4/2021,17:41,5,422203449,không_làm kích_ứng,0
288,da mình thuộc loại nhạy cảm lại còn mụn và dầu nữa nhna mình kh có dấu hiệu kích ứng khi sd vậy nên mình rất là recommend mng sd em sp này với giá thành tốt và công dụng okk thì mình nghĩ em này phù hợp với mọi loại da,18/05/2021,20:49,5,205100137,mụn kích_ứng giới_thiệu tốt công_dụng,0
3762,"tinh chất thấm nhanh, k bết dính!",8/8/2019,8:50,5,345800015,thấm dính,0
2451,"Chất lượng chỉ ở mức trung bình, không đặc biệt như mong đợi.",9/6/2023,19:05,2,204900056,bình không_đặc_biệt đợi,1
4055,"sp giúp khô đầu mụn nhanh, mình mua của balance mà chất lượng thấy không bằng timless",29/12/2022,19:51,5,100210016,giúp khô chất_lượng,0
1449,"mình da dầu dùng e này rất ok sạch da nhưng ko quá là khô , rửa xong vẫn thấy da vẫn có một xíu độ ẩm. Nói chung thì xài rất là ok nên thử nha",30/03/2023,18:46,5,422210980,đồng_ý sạch xài thử,0
705,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",28/04/2023,9:38,5,308500015,dễ_dàng thoải_mái,0
128,"Chai màu xám này dành cho da nhiều dầu. Tẩy trang sạch, nhưng dùng xong sẽ hơi nhớt nếu tiếp xúc với nước.",22/10/2023,15:21,4,422206648,xám sạch hơi tiếp_xúc,0
1030,"Sử dụng dễ dãng,rất thoải mái,thư giãn tột độ",30/04/2023,15:04,5,308500013,dễ_dàng thoải_mái,0
1109,"Thấm siêu nhanh. Lên da mịn, không tì vết. Nhẹ mặt. Hình như chống nước hơi kém.",29/08/2021,23:03,5,223600010,thấm nhẹ chống hơi kém,0
3776,"Serum dùng ban ngày và ban đêm đều ổn, da tôi bị sạm nám, xỉn màu (U60) rồi nhưng dùng được 1 hủ ban ngày & ban đêm đều có kết quả khả quan, không bết dính, rất ổn.",24/08/2024,21:13,5,422204902,cấm cấm ổn sạm nám xỉn hủ_lệnh cấm cấm khả_quan dính ổn,0
187,"Sản phẩm tốt , nhưng không thấy có quà tặng đi kèm gì cả",18/08/2022,9:16,4,205100137,tốt tặng kèm,0
1467,"dùng thấy hợp vs da mik, vs tạo bọt siêu thích, giá cũng ok",10/2/2022,7:41,5,204900056,hợp,0
2946,sản phẩm dùng ổn. buổi tối bôi một lớp sáng tẩy da chết môi rất dễ. nhưng do môi mình khô nên k dùng 1 ngày thôi là lại khô cong,7/5/2021,17:26,4,200500293,ổn bôi chết khô khô,0
3603,"Mặt nạ môi giá êm và công dụng tương đối, mùi thơm nhưng nếu lỡ nuốt phải thì vị hơi ghê ghê. Môi mình bị khô nứt với tróc da quanh năm, sử dụng thấy hiệu quả rất chậm.",28/08/2021,15:52,4,225200013,mặt_nạ êm tương_đối thơm lỡ nuốt ghê khô nứt quánh chậm,0
1141,"Sản phẩm tốt, dùng cho da nhạy cảm",18/11/2023,10:21,5,422209322,tốt,0
1216,"chống nắng xài tốt, dạng sữa lỏng dễ tán thấm vào da mặt! mùi nhẹ nhàng cực, dùng không có cảm giác bí da mặt",12/1/2021,20:15,5,422217292,chống xài tốt tán thấm cực,0
748,Loại này ai đang bị mụn ẩn ko nên sài. Vì nó sẽ xuất hiện mụn ẩn đấy.,22/07/2022,21:43,4,100230064,mụn_ẩn mụn,0
671,MÌNH RẤT THÍCH HASAKI VÀ SP TẨY TRANG NÀY,4/5/2023,19:05,5,100230064,thích hasaki,0
2444,"Mặt Nạ NARUKO Tràm Trà Kiểm Soát Dầu Và Giảm Mụn 26ml mùi thơm đắp mát có điều free size mặt mình còn trai đắp kéo mặt nạ vừa mặt thi mủi mới dc 1 phần sống mủi còn chóp mũi thi k đắp tới , tiếc thật",29/07/2020,1:21,4,308500018,mụn mát kích_thước đắp kéo sống mủi chóp tiếc,0
364,"Quào, mình da hỗn hợp thiên dầu + hơi nhạy cảm nên ưu tiên sử dụng nước tẩy trang. Trước có mua của Byphasse mà khi sử dụng cảm giác có hơi châm chích nhẹ, giờ đổi gió xài Michellar màu hồng của L'oreal thử thấy thích hơn, hem có châm chích, nhẹ da mà lại làm sạch tốt nữa. Có điều nếu như make up đậm thì phải sử dụng thêm loại chuyên dụng cho mắt môi, không thì vẫn còn thấy vết mascara hơi mờ mờ. Nói túm lại là thích đó :"">",26/10/2018,20:12,4,205100137,hỗn_hợp hơi nhạy_cảm ưu_tiên hơi châm chích nhẹ đổi xài thử thích châm sạch tốt đậm môi không_thì mascara hơi mờ mờ túm thích,0
357,"Bông này dùng ổn nha mn, bông mềm, ko để lại xơ bông, hút ko phí dung dịch, mình dùng ko biết bao nhiêu bịch rồi luôn á, mình chỉ ko thích mua trực tiếp tại hasaki vì cảm giác bị nhân viên “canh chừng” :( có thể các bạn ko cố ý đâu nhưng làm mình ko có cảm hứng mua hàng lắm í",10/7/2024,21:11,5,422203300,ổn mềm xơ_bông hút phân_dịch nhiêu_bịch á_mình không_thích không_cố_ý cảm_hứng lắm,0
430,"Bản mới rất ok, lúc đầu mới dùng bản mới thấy k ưng lắm vì k nâng tone, nhưng dùng lâu dần lại ưng bản mới hơn, bữa dùng lại bản cũ dùng 1 tuần bị mụn lên, sau phải mua lại bản mới dùng thấy ok",10/6/2024,15:43,5,204900013,không_ưng lắm không_nâng tone dần ưng_bản cũ mụn,0
147,Sp tot,10/4/2023,16:01,5,422204259,,0
3166,"Mình xài 2 loại này của hãng bị châm chích nóng mặt khó chịu. Tinh chất dưỡng ít, mùi của collagen mình không thích mấy",11/11/2022,20:13,2,365000014,xài châm chích không_thích,1
2373,Sử dụng dể dang .rất t hjjoải mái.thư giản tột độ,29/04/2023,19:21,5,422205164,dể hjjoải,0
111,Shop giao hàng nhanh nhưng k tặng thêm chai dưỡng tóc,6/9/2024,20:06,4,422211447,hàng_chóng không_tặng,0
2675,"Tiền nào của đó, miếng bông dễ rách",10/8/2021,16:19,4,422203807,rách,0
805,bha phù hợp da mình nhưng dễ bị khô da nên phải có dưỡng ẩm đầy đủ,15/11/2019,13:32,5,100240016,khô,0
2285,"Theo cảm nhận của mình srm tạo bọt tốt nhưng ko gây khô da và da mềm mượt sau khi rửa mặt, giá hạt dẻ, làm sạch ổn",14/09/2023,21:19,5,224100008,srm tốt khô mềm mượt_rửa sạch ổn,0
1808,"Da mặt e bị mụn sưng viêm xài e này lên thấy nó giảm hẳn, cho 5 sao hong lói nhiềuuuuuu",20/06/2024,19:38,5,422209047,mụn sưng xài hẳn,0
126,"Sạch, dịu nhẹ, da ẩm mượt.",6/11/2023,19:52,5,205100137,sạch dịu nhẹ,0
2319,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",4/5/2023,17:45,5,422205163,dễ_dàng thoải_mái,0
2813,sp này tốt thât sự,16/04/2020,15:48,5,100180113,tốt thât,0
725,Sản phẩm dùng tốt lắm,12/4/2023,12:53,5,100230056,tốt lắm,0
2249,Màu xanh với màu đỏ màu nào ok hơn ạ . Cho em xin ý kiến a,2/5/2024,7:51,5,245500009,đỏ đồng_ý,0
550,Mình dùng gần hết 1 chai rùi và thấy da cải thiện rất rõ luôn. Sau khi thoa serum lên da mướt và dịu da đã lắm. Em này lành tính nên yên tâm cho da dễ nhạy cảm như mình. Cảm ơn Hasaki và Skin1004. Chuẩn bị mua chai thứ 2.,16/03/2021,15:02,5,253900003,serum dịu lắm yên_tâm nhạy_cảm hasaki,0
1881,"Sản phẩm dạng sữa, mùi nhẹ (kiểu mùi đặc trưng của kem chống nắng) ko gây khó chịu. Bôi lên thấy thấm nhanh, mặt ko bị đổ dầu, nâng tông nhẹ, chống nước tốt, phải tẩy trang chứ chỉ rửa mặt với sữa rửa mặt ko thôi thì coi chừng lên mụn.",2/5/2019,18:44,5,249500014,sản_phẩm nhẹ chống bôi đổ nâng nhẹ chống tốt tẩy rửa rửa không_thôi,0
2401,"Sử dụng dễ dàng, rất thoáng mát thu giản đến tột độ",27/04/2023,15:21,3,422205162,dễ_dàng thoáng mát_giản,1
702,Sử dụng dễ dàng rất thoải mái thư dãn tột độ,27/04/2023,18:24,5,422205160,dễ_dàng thoải_mái thư,0
1873,srm quá tốt so vs giá tiền rửa xong da k bị khô mk sẽ mua lại nhiều,29/03/2021,8:12,5,224100009,tốt rửa khô,0
3333,"giao hàng nhanh, sản phẩm còn hạn sử dụng nhưng NSX khá lâu rồi, mình nhận hàng 29/04/2020 mà NSX tận 12/2018.",29/04/2020,9:59,4,422212097,hạn nsx nsx,0
705,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",28/04/2023,9:38,5,422205160,dễ_dàng thoải_mái,0
393,"xịn vãi ò , hàng xịn , rất mê đóng gói cẩn thận đẹp 100000/10",29/07/2023,12:25,5,422208972,xịn vãi ò xịn mê đóng_gói đẹp,0
1134,OK rất hà lòng về sản phẩm,2/9/2024,21:38,5,422219813,hà_lòng,0
1025,Sử dụng dễ dàng rất thoải mái thư giãn tột độ,2/5/2023,17:22,5,422202253,dễ_dàng thoải_mái,0
1666,"mình da dầu mụn dùng thấy rất ok, sử dụng một thời gian rồi mới đánh giá, nên mua nhé mọi người.",1/3/2022,10:18,5,318900019,mụn,0
1430,"Đọc được review tốt về loại srm này dành cho da dầu nên tậu tuýp nhỏ dùng thử. Mùi thơm nhẹ. Tạo ít bọt tơi nên ko làm da kiểu bị sạch kin kít, mà có cảm giác mềm mịn. Đánh giá lần đầu sử dụng: tốt. Dịch vụ của Hasaki: tốt. Giá cả hợp lý.",22/09/2020,11:20,5,422200632,đọc tốt tậu thử thơm nhẹ không_làm sạch kít mềm tốt tốt,0
1767,"ko ht mn xài sp này ntn Nhưng da mình xài siêu hợp ạ.Khoảng 2tuan mình thấy da đẩy mụn và sáng đều màu đều màu mịn láng hơn.( mình dùng ch hết 1 chai 30ml luôn ạ) Xong mình thấy Obagi đc review nhiều và tốt nên m cx xài thử dòng này cx oke nh mà da m lại ko hợp lắm,vì mình ko có dưỡng nhiều nên Obagi cx khiến da mình một phần nổi mao mạch. Nchung là ko phải loại nào tác dụng mạnh thì dùng nha mn. Mà mn tìm loại hợp vs m thì xài ạ Mình sau khi xài này cx xin quay về vs Paula'sChoice",14/08/2021,0:15,5,100220035,xài xài đẩy láng obagi tốt xài thử không_hợp lắm dưỡng nổi tác_dụng xài xài,0
4143,"tẩy da chết cho body và mặt rất ổn,thơm",18/11/2023,10:52,5,422207812,chết ổn thơm,0
855,"nên mua sài nha mua nhìu loại kem mấy loại kia da khô sài nó ko thấm loại này nó thấm nhanh , giảm đc nếp nhăn quầng thâm mắt hàng chính hãng giao nhanh lắm , mua hũ to sài lời hơn á",25/09/2024,10:46,5,422215526,xài nhìu khô không_thấm_loại thấm_chóng nhăn thâm_mắt chóng lắm xài,0
